name,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,dist,hour,tuition,hobby,gender,sep_room,competitive,higher_stud,campus,extra,cet_score
Neila Highton,9.43,8.38,6.6,9.86,6.09,8.83,9.47,6.87,24,7,Yes,Yes,Female,No,Yes,No,Yes,No,135
Ban Lattka,8.36,7.54,6.42,8.77,7.81,6.31,9.25,8.03,13,7,Yes,Yes,Male,No,No,No,Yes,Yes,100
Sayers Crippen,6.4,7.36,9.04,6.24,7.74,9.79,6.91,8.05,10,9,No,No,Female,No,No,No,Yes,No,101
Gabe Toomey,7.17,8.65,9.27,6.68,6.99,6.72,9.3,7.58,17,5,Yes,No,Female,No,No,No,No,No,85
Jemimah Berryann,9.73,8.39,7.74,7.17,8.04,7.97,9.72,7.74,6,5,No,Yes,Female,No,Yes,No,Yes,Yes,80
Kirstin Hugenin,9.55,9.67,7.19,6.6,6.88,9.54,6.94,8.6,19,1,Yes,Yes,Male,No,Yes,No,Yes,Yes,105
Randi Hillan,6.99,9.48,9.39,8.12,7.44,9.28,8.84,9.55,13,2,Yes,Yes,Female,No,Yes,No,Yes,No,114
Ninnette McKinley,9.57,9.96,7.44,6.55,7.92,9.48,9.03,8.76,5,2,No,No,Male,No,No,No,No,No,141
Rafaellle Maxted,6.51,8.31,7.05,9.19,9.67,8.27,9.15,7.26,11,0,No,Yes,Male,No,No,Yes,Yes,Yes,87
Adelind MacInnes,9.38,8.27,9.62,8.22,8.07,9.2,7.76,9.97,23,1,No,No,Male,Yes,Yes,Yes,No,Yes,172
Tammi Frizzell,7.58,8.25,6.83,6.53,7.35,7.82,6.3,9.18,6,6,No,Yes,Male,No,No,Yes,Yes,Yes,178
Prent Dockrey,7.48,8.35,7.21,9.14,6.59,7.76,9.52,7.63,19,8,Yes,Yes,Female,No,No,No,No,No,160
Shirlene Fratczak,8.41,7.73,8.06,9.8,9.7,6.22,6.8,8.33,19,2,Yes,Yes,Male,Yes,No,Yes,Yes,Yes,85
Troy Cogswell,7.4,9.78,8.41,8.03,9.6,7.75,7.85,6.19,14,5,No,Yes,Female,No,No,Yes,Yes,Yes,116
Cointon Allsebrook,8.64,7.13,8.78,7.58,9.16,6.57,6.37,8.02,21,6,No,No,Female,No,No,Yes,Yes,Yes,98
Bob Bolus,7.89,6.65,8.35,7.74,9.28,7.62,8.7,6.27,3,6,No,Yes,Female,Yes,No,No,No,No,180
Hallie Conrart,9.69,6.74,9.21,6.37,8.72,9.11,8.49,8.14,24,1,No,No,Male,No,Yes,Yes,No,Yes,145
Aylmar Garstang,6.27,7.39,6.0,9.56,7.95,8.88,8.43,7.92,24,6,Yes,No,Male,No,No,Yes,No,No,92
Engracia Ellesmere,8.01,7.73,7.88,8.11,8.47,9.24,8.79,6.04,7,4,Yes,No,Female,No,Yes,No,No,No,110
Hali Dinkin,9.64,8.31,8.13,9.49,7.76,6.34,6.99,6.4,6,4,Yes,Yes,Female,No,No,Yes,No,No,103
Fletch Crossdale,8.69,8.95,6.3,6.61,9.89,7.64,9.28,6.02,20,4,Yes,Yes,Male,No,No,Yes,Yes,Yes,173
Annadiana Mattusevich,8.29,9.39,6.77,7.68,9.22,9.57,9.58,6.22,8,7,Yes,No,Male,Yes,No,Yes,Yes,Yes,89
Devonne Beddoe,8.36,6.47,7.47,7.65,9.53,7.61,9.7,8.18,10,2,Yes,No,Male,No,Yes,Yes,Yes,Yes,91
Helenka Pomfret,6.1,7.89,8.08,6.72,9.39,7.09,7.09,7.9,6,5,No,Yes,Male,No,No,No,Yes,No,149
Danny Coulman,9.27,9.36,7.78,8.68,7.96,6.54,7.54,7.74,10,4,Yes,No,Male,Yes,Yes,No,Yes,No,133
